Index,ID,Title,Average Score,Standard Deviation,Individual Scores
3323,LIW88mwqgv,Enhancing Chain-of-Thoughts Prompting with Iterative Bootstrapping in Large Language Models,5.0,1.41,5-6-3-6
3324,PyHRUMxKbT,InfoNet: An Efficient Feed-Forward Neural Estimator for Mutual Information,5.0,1.41,5-6-3-6
3325,3NmO9lY4Jn,Don't Play Favorites: Minority Guidance for Diffusion Models,5.0,1.41,3-5-6-6
3326,j1SktNMHA7,Rethinking Label Smoothing as a Tool for Embedding Perturbation Uncertainty,5.0,1.41,6-3-5-6
3327,H6pf70GZVU,YoooP: You Only Optimize One Prototype per Class for Non-Exemplar Incremental Learning,5.0,1.41,6-5-3-6
3328,M8mGHjwFZV,How to Guess a Gradient,5.0,1.41,5-6-6-3
3329,oMNkj4ER7V,A Unified Framework for Bayesian Optimization under Contextual Uncertainty,5.0,1.41,6-3-5-6
3330,7zY781bMDO,Free from Bellman Completeness: Trajectory Stitching via Model-based Return-conditioned Supervised Learning,5.0,1.41,5-3-6-6
3331,x3LxHdZX0f,PUMA: Secure Inference of LLaMA-7B in Five Minutes,5.0,1.41,5-6-3-6
3332,XjlZJJFyla,Patch-Prompt Aligned Bayesian Prompt Tuning for Vision-Language Models,5.0,1.41,5-3-6-6
3333,RDU6p4Fydz,Enhancing Parameter Efficiency in Summarization via Expertise Separation,5.0,1.41,3-6-5-6
3334,eWLOoaShEH,Learning to Model the World with Language,5.0,1.41,5-6-6-3
3335,yBmMgvaEtO,Stochastic Adaptive Sequential  Black-box Optimization for  Diffusion Targeted Generation,5.0,1.41,6-3-6-5
3336,ZhXymWfdcN,Domain Generalization Deep Graph Transformation,5.0,1.41,6-3-6-5
3337,MIuimtOu0T,Towards Fair Knowledge Distillation using Student Feedback,5.0,1.41,5-3-6-6
3338,WvVyG8qBCt,DPFormer: Learning Differentially Private Transformer on Long-Tailed Data,5.0,1.41,3-6-5-6
3339,B6t5wy6g5a,Aligning Large Multimodal Models with Factually Augmented RLHF,5.0,1.41,3-6-5-6
3340,gywQnORzJX,NPEFF: Non-Negative Per-Example Fisher Factorization,5.0,1.41,3-6-5-6
3341,X7nz6ljg9Y,"The No Free Lunch Theorem, Kolmogorov Complexity, and the Role of Inductive Biases in Machine Learning",5.0,1.41,6-3-5-6
3342,2NpAw2QJBY,Neural Neighborhood Search for Multi-agent Path Finding,5.0,1.41,6-6-3-5
3343,o87xfYKQC1,Image as First-Order Norm+Linear Autoregression: Unveiling Mathematical Invariance,5.0,1.41,6-6-5-3
3344,kce6LTZ5vY,Instruction Mining: Instruction Data Selection for Tuning Large Language Models,5.0,1.41,5-6-3-6
3345,H3N5JJfqMX,Density Ratio Estimation-based Bayesian Optimization with Semi-Supervised Learning,5.0,1.41,6-6-3-5
3346,tUoBaW8KH1,Rethinking the Smoothness of Node Features Learned by Graph Convolutional Networks,5.0,1.41,6-6-5-3
3347,JTBe1WG3Ws,FLIRT: Feedback Loop In-context Red Teaming,5.0,1.41,6-6-3-5
3348,hJEMTDOwKx,Language Models as Semantic Indexers,5.0,1.41,5-6-3-6
3349,zt8bb6vC4m,Pricing with Contextual Elasticity and Heteroscedastic Valuation,5.0,1.41,3-5-6-6
3350,awWpHnEJDw,The Hidden Language of Diffusion Models,5.0,1.41,6-3-6-5
3351,SsbMoaQUyA,Exposure Bias Mitigation for Self Information Updating of Large Language Models,5.0,1.41,5-6-6-3
3352,nR1EEDuov7,Securing Deep Generative Models with Universal Adversarial Signature,5.0,1.41,5-6-6-3
3353,5xKixQzhDE,Calibrated Dataset Condensation for Faster Hyperparameter Search,5.0,1.41,3-5-6-6
3354,W47lwmHjdt,VIMEX: A Memory-Centered Task Description Framework for Vision-Based Robotics,5.0,1.41,6-5-6-3
3355,3KDbIWT26J,The Reasonableness Behind Unreasonable Translation Capability of Large Language Model,5.0,1.41,6-5-6-3
3356,WSzRdcOkEx,GREAT Score: Global Robustness Evaluation of Adversarial Perturbation using Generative Models,5.0,1.41,6-6-5-3
3357,J4V3lW9hq6,A Multi-Grained Group Symmetric Framework for Learning Protein-Ligand Binding Dynamics,5.0,1.41,6-6-5-3
3358,eSO9quCgmz,Rethinking pseudo-labeling: Data-centric insights improve semi-supervised learning,5.0,1.41,3-6-5-6
3359,NRIcs2TR7k,Extending Multi-modal Contrastive Representations,5.0,1.41,5-6-6-3
3360,pijvVzhRdZ,Rethinking the Starting Point: Enhancing Performance and Fairness of Federated Learning via Collaborative Pre-Training,5.0,1.41,6-5-6-3
3361,fcqWJ8JgMR,AuG-KD: Anchor-Based Mixup Generation for Out-of-Domain Knowledge Distillation,5.0,1.41,5-3-6-6
3362,hvoVD7x7f8,Uncertainty-Aware Decision Transformer for Stochastic Driving Environments,5.0,1.41,6-6-5-3
3363,gwbQ2YwLhD,Learning Large DAGs is Harder than you Think: Many Losses are Minimal for the Wrong DAG,5.0,1.41,6-3-5-6
3364,LajkZlgD83,Hybrid Retrieval-Augmented Generation for Real-time Composition Assistance,5.0,1.41,6-6-3-5
3365,f7t7AOseAa,ZEST: ZEROSHOT SPARSE FINE-TUNING,5.0,1.41,3-6-6-5
3366,drovOv7IKB,Divide-and-Conquer Time Series Forecasting with Auto-Frequency-Correlation via Cross-Channel Attention,5.0,1.41,6-6-3-5
3367,9SwObx9Jdn,Generation of Geodesics with Actor-Critic Reinforcement Learning to Predict Midpoints,5.0,1.41,5-6-6-3
3368,qZB7KDN4L1,Subject-Diffusion: Open Domain Personalized Text-to-Image  Generation without Test-time Fine-tuning,5.0,1.41,6-5-6-3
3369,CX2RgsS29V,Fast Updating of Truncated SVD for Representation Learning in Sparse Matrix,5.0,1.41,3-6-5-6
3370,qvLPtx52ZR,Classifier Guidance Enhances Diffusion-based Adversarial Purification by Preserving Predictive Information,5.0,1.41,3-6-5-6
3371,Qfqb8ueIdy,A Unified Framework for Consistency Generative Modeling,5.0,1.41,5-3-6-6
3372,RS827PjAUs,InstructProtein: Aligning Human and Protein Language via Knowledge Instruction,5.0,1.41,6-3-5-6
3373,3edHHvu5GX,Adaptive Visual Scene Understanding: Incremental Scene Graph Generation,5.0,1.41,5-6-3-6
3374,gEwKAZZmSw,Efficient Backpropagation with Variance Controlled Adaptive Sampling,5.0,1.41,6-6-5-3
3375,EKEcYL7gaf,Predicated Diffusion: Predicate Logic-Based Attention Guidance for Text-to-Image Diffusion Models,5.0,1.41,6-3-6-5
3376,V8PhVhb4pp,Text-to-3D Generation with Bidirectional Diffusion using both 3D and 2D priors,5.0,1.41,6-5-6-3
3377,lK4QHgjUU8,SteinDreamer: Variance Reduction for Text-to-3D Score Distillation via Stein Identity,5.0,1.41,3-5-6-6
3378,JYu5Flqm9D,Towards Codable Text Watermarking for Large Language Models,5.0,1.41,5-6-6-3
3379,5Vh0XqOTGi,GAN-based Vertical Federated Learning for Label Protection,5.0,1.41,6-6-3-5
3380,gXfKPj4s7C,Object2Scene: Putting Objects in Context for Open-Vocabulary 3D Detection,5.0,1.41,6-3-6-5
3381,LUw8AEQy93,Learning to Prompt Segmentation Foundation Models,5.0,1.41,6-5-6-3
3382,BE5aK0ETbp,A Unified and General Framework for Continual Learning,5.0,1.41,5-6-3-6
3383,kuTZMZdCPZ,Continuous Field Reconstruction from Sparse Observations with Implicit Neural Networks,5.0,1.41,5-6-3-6
3384,qnbLGV9oFL,How Language Models Learn Context-Free Grammars,5.0,1.41,3-5-6-6
3385,7W4boWjb3Q,Partitioned-Learned Count-Min Sketch,5.0,1.41,6-5-6-3
3386,HOpQt44EzC,Differentially Private Vision-Language Foundation Models via Image Captioning,5.0,1.41,3-5-6-6
3387,MpyFAhH9CK,Morphological Maze: Control Reconfigurable Soft Robots with Fine-grained Morphology Change,5.0,1.41,6-5-6-3
3388,U9p10hgOpU,Unsupervised Lifelong Learning with Sustained Representation Fairness,5.0,1.41,6-5-3-6
3389,wN9HBrNPSX,Enhancing Temporal Knowledge Graph Completion with Global Similarity and Weighted Sampling,5.0,1.41,6-5-3-6
3390,ORHuMEwaC8,The Role of Counterfactual Explanations in Model Extraction Attacks,5.0,1.41,6-3-6-5
3391,AgM3MzT99c,OMNI: Open-endedness via Models of human Notions of Interestingness,5.0,1.41,3-5-6-6
3392,tqiAfRT1Lq,Eliciting Human Preferences with Language Models,5.0,1.41,5-6-6-3
3393,HgSfV6sGIn,STExplainer: Global Explainability of GNNs via Frequent SubTree Mining,5.0,1.41,6-5-6-3
3394,p09XyFxZkc,LaVie: High-Quality Video Generation with Cascaded Latent Diffusion Models,5.0,1.41,6-6-5-3
3395,UHIKtKzTj7,PAPM: A Physics-aware Proxy Model for Process Systems,5.0,1.41,6-5-6-3
3396,94FKDbtTqO,Rethinking the bert-like pretraining for dna sequences,5.0,1.41,6-3-6-5
3397,5abK7RDbuW,Text to Image for Multi-Label Image Recognition with Joint Prompt-Adapter Learning,5.0,1.41,3-6-6-5
3398,cfL8zApofK,LLM-Deliberation: Evaluating LLMs with Interactive Multi-Agent Negotiation Game,5.0,1.41,6-5-6-3
3399,EMCXCTsmSx,IRGen: Generative Modeling for Image Retrieval,5.0,1.41,6-6-5-3
3400,ICSvW69W5K,Semantic Parsing with Candidate Expressions for Knowledge Base Question Answering,5.0,1.41,5-6-3-6
3401,reDaK6lvzM,Amazing Combinatorial Creation: Acceptable Swap-Sampling for Combinatorial Text-to-Image Generation,5.0,1.41,6-3-5-6
3402,gp5dPMBzMH,BELT-2: Bootstrapping EEG-to-Language representation alignment for multi-task brain decoding,5.0,1.41,3-6-6-5
3403,O072Rc8uUy,Progressive3D: Progressively Local Editing for Text-to-3D Content Creation with Complex Semantic Prompts,5.0,1.41,3-6-6-5
3404,itKMOWSP6K,FusionFormer: A Multi-sensory Fusion in Bird's-Eye-View and Temporal Consistent Transformer for 3D Object Detection,5.0,1.41,6-3-5-6
3405,3a505tMjGE,AVOID: Alleviating VAE's Overestimation in Unsupervised OOD Detection,5.0,1.41,6-3-6-5
3406,nLxH6a6Afe,CITING: Large Language Models Create Curriculum for Instruction Tuning,5.0,1.41,6-3-6-5
3407,cbu1lIYQ19,Hybrid Kernel Stein Variational Gradient Descent,5.0,1.41,6-5-3-6
3408,CkDon7WpX1,A Consistent Lebesgue Measure for Multi-label Learning,5.0,1.41,3-6-6-5
3409,8Ur2xmuw7w,Revisiting Link Prediction: a data perspective,5.0,1.41,5-6-6-3
3410,4L0xnS4GQM,Chain-of-Table: Evolving Tables in the Reasoning Chain for Table Understanding,5.0,1.41,6-5-6-3
3411,SdeAPV1irk,Incremental Randomized Smoothing Certification,5.0,1.41,6-6-5-3
3412,8XgCH9y1Bs,3D Object Representation Learning for Robust Classification and Pose estimation,5.0,1.41,6-6-5-3
3413,S1qSHSFOew,CSI: Enhancing the Robustness of 3D Point Cloud Recognition against Corruption,5.0,1.41,6-5-6-3
3414,bXLOOoR2ft,DoraemonGPT: Toward Solving Real-world Tasks with Large Language Models,5.0,1.41,6-5-3-6
3415,UMfcdRIotC,Faithful Explanations of Black-box NLP Models Using LLM-generated Counterfactuals,5.0,1.41,6-3-5-6
3416,iqAbdT35hE,Out-Of-Distribution Detection With Smooth Training,5.0,1.41,5-6-3-6
3417,kUCgHbmO11,SF(DA)$^2$: Source-free Domain Adaptation Through the Lens of Data Augmentation,5.0,1.41,6-6-3-5
3418,auguNUCto5,Boosting Temporal Graph Learning From Global and Local Perspectives,5.0,1.41,3-6-6-5
3419,CanomFZssu,Boosting Graph Anomaly Detection with Adaptive Message Passing,5.0,1.41,3-6-6-5
3420,T97kxctihq,Revisiting Long-term Time Series Forecasting: An Investigation on Affine Mapping,5.0,1.41,5-3-6-6
3421,j80yTpU7ni,Connection Strength-Based Optimization for Multi-Task Learning,5.0,1.41,6-5-6-3
3422,GruDNzQ4ux,DreamSmooth: Improving Model-based Reinforcement Learning via Reward Smoothing,5.0,1.41,3-5-6-6
3423,LNTexdca08,P2P: Transforming from Point Supervision to Explicit Visual Prompt for Object Detection and Segmentation,5.0,1.41,3-6-6-5
3424,lHasEfGsXL,LightHGNN: Distilling Hypergraph Neural Networks into MLPs for 100x Faster Inference,5.0,1.41,3-6-6-5
3425,koYsgfEwCQ,DynaVol: Unsupervised Learning for Dynamic Scenes through Object-Centric Voxelization,5.0,1.41,6-5-6-3
3426,oqDoAMYbgA,Adaptive Softmax Trees for many-class classification,5.0,1.41,3-5-6-6
3427,rxlF2Zv8x0,Improving protein optimization with smoothed fitness landscapes,5.0,1.41,3-6-6-5
3428,VgPmCLQke7,Training-time Neuron Alignment for Improving Linear Mode Connectivity and Model Fusion,5.0,1.41,6-3-5-6
3429,7CLvyZ6Xn7,Cross-domain Adaptation for Few-shot 3D Shape Generation,5.0,1.41,6-3-5-6
3430,wOelVq8fwL,Adapting LLM Agents Through Communication,5.0,1.41,5-6-3-6
3431,kC5i5X9xrn,LightSeq: Sequence Level Parallelism for Distributed Training of Long Context Transformers,5.0,1.41,5-6-3-6
3432,FKg1N2fAFG,Towards Mitigating Architecture Overfitting in Dataset Distillation,5.0,1.41,6-5-3-6
3433,9Z0yB8rmQ2,Lyra: Orchestrating Dual Correction in Automated Theorem Proving,5.0,1.41,5-6-3-6
3434,bjyf5FyQ0a,Valley: Video Assistant with Large Language model Enhanced abilitY,5.0,1.41,5-6-3-6
3435,YlleMywQzX,Anytime Neural Architecture Search on Tabular Data,5.0,1.41,6-3-5-6
3436,v2J205zwlu,UniPose: Detecting Any Keypoints,5.0,1.41,6-5-6-3
3437,FcBmz8nLnq,Finding Adversarially Robust Graph Lottery Tickets,5.0,1.41,6-6-5-3
3438,TW0MVSflg5,Self-Evolving Neural Radiance Fields,5.0,1.41,6-5-3-6
3439,mYhH0CDFFa,Rethinking CNN’s Generalization to Backdoor Attack from Frequency Domain,5.0,1.41,5-6-3-6
3440,NsCXDyv2Bn,VoiceGen: Describing and Generating Voices with Text Prompt,5.0,1.41,3-6-6-5
3441,j9dDXNffBz,A Study of Unsupervised Evaluation Metrics for Practical and Automatic Domain Adaptation,5.0,1.41,3-6-5-6
3442,Oz6ABL8o8C,Unified Interpretation of Smoothing Methods for Negative Sampling Loss Functions in Knowledge Graph Embedding,5.0,1.41,6-5-3-6
3443,PfqBfC7bO9,Causal Unsupervised Semantic Segmentation,5.0,1.41,6-5-6-3
3444,bCvm9h0FmQ,Causality-Based Black-Box Backdoor Detection,5.0,1.41,3-5-6-6
3445,MHQMZ8FOL5,Dual-level Adaptive Self-Labeling for Novel Class Discovery in Point Cloud Segmentation,5.0,1.41,6-5-6-3
3446,32camXjW25,Covariance-corrected Whitening Alleviates Network Degeneration on Imbalanced Classification,5.0,1.41,3-6-6-5
3447,cFT9jWI7vT,Towards Architecture-Insensitive Untrained Network Priors for Accelerated MRI,5.0,1.41,5-6-3-6
3448,XasWgF5WsZ,Elucidating the Solution Space of Extended Reverse-Time SDE for Diffusion Models,5.0,1.41,5-6-3-6
3449,USWkUOfxOO,Pseudo-Calibration: Improving Predictive Uncertainty Estimation in Domain Adaptation,5.0,1.41,6-6-3-5
3450,BfMQIJ0nLc,MMBench: Is Your Multi-modal Model an All-around Player?,5.0,1.41,6-6-3-5
3451,ybavRGEmpw,Adversarially Robust Deep Learning with Optimal-Transport-Regularized Divergences,5.0,1.41,6-5-6-3
3452,CE7lUzrp1o,CODA: Temporal Domain Generalization via Concept Drift Simulator,5.0,1.41,3-6-6-5
3453,EyfOZKXpcN,Improving Language Models via Plug-and-Play Retrieval Feedback,5.0,1.41,6-6-3-5
3454,wsRXwlwx4w,Consistency-guided Prompt Learning for Vision-Language Models,5.0,1.41,6-3-5-6
3455,YjSKB1sfOE,From Trojan Horses To Castle Walls: Revealing Bilateral Backdoor Effects In Diffision Models,5.0,1.41,6-5-6-3
3456,a5C3JmS4S5,Towards Text-guided 3D Scene Composition,5.0,1.41,5-6-6-3
3457,LsURkIPYR5,LaneSegNet: Map Learning with Lane Segment Perception for Autonomous Driving,5.0,1.41,6-5-3-6
3458,zopJyLgKJU,Unseen Image Synthesis with Diffusion Models,5.0,1.41,5-6-3-6
3459,FhbZ1PQCaG,Think Before You Act: Decision Transformers with Internal Memory,5.0,1.41,6-6-3-5
3460,pTHfApDakA,SelfCheck: Using LLMs to Zero-Shot Check Their Own Step-by-Step Reasoning,5.0,1.41,5-6-3-6
3461,o4Uheo6nR1,Robust prediction under missingness shifts,5.0,1.41,5-3-6-6
3462,fUwfjPzI8g,Continual Learning via Winning Subnetworks That Arise Through Stochastic Local Competition,5.0,1.41,3-5-6-6
3463,w7BwaDHppp,Geometry-Aware Projective Mapping for Unbounded Neural Radiance Fields,5.0,1.41,5-6-6-3
3464,LfDUzzQa3g,RepCodec: A Speech Representation Codec for Speech Tokenization,5.0,1.41,6-5-3-6
3465,zvTnwY5uS7,Improving Knowledge Distillation via Regularizing Feature Direction and Norm,5.0,1.41,5-6-6-3
3466,YKfESGFdas,GeONet: a neural operator for learning the Wasserstein geodesic,5.0,1.41,5-3-6-6
3467,X6tNkN6ate,Interpretable Diffusion via Information Decomposition,5.0,1.55,6-6-6-3-3-6
3468,KKZaj2QS3G,Enriching Time Series Representation: Integrating a Noise-Resilient Sampling Strategy with an Efficient Encoder Architecture,5.0,1.55,6-6-3-3-6-6
3469,UPyLDIVBNP,Fully Identical Initialization,5.0,1.73,3-6-6
3470,j7S7o6ROn9,Distributional Structured Pruning by Lower bounding the Total Variation Distance using Witness functions,5.0,1.73,3-6-6
3471,0xLWPdObG1,Subject-specific Deep Neural Networks for Count Data with High-cardinality Categorical Features,5.0,1.73,6-6-3
3472,IQZuCuFeAM,From Random to Relevant: Harnessing Salient Masks in Non-IID Federated Learning,5.0,1.73,6-6-3
3473,uz7d2N2zul,Bayesian Coreset Optimization for Personalized Federated Learning,5.0,1.73,6-3-6
3474,aqqE1yS3RY,Towards Better Evaluation of GNN Expressiveness with BREC Dataset,5.0,1.73,6-6-3
3475,e2YOVTenU9,ArchLock: Locking DNN Transferability at the Architecture Level with a Zero-Cost Binary Predictor,5.0,1.73,6-6-3
3476,I07KLz6Em1,QuantEase: Optimization-based Quantization for Large Language Models,5.0,1.73,6-6-3
3477,MqEQbvPvkE,Causal Estimation of Exposure Shifts with Neural Networks: Evaluating the Health Benefits of Stricter Air Quality Standards in the US,5.0,1.73,3-6-6
3478,90QOM1xB88,Improved order analysis and design of exponential integrator for diffusion models sampling,5.0,1.73,6-6-3
3479,gyJpajLkX2,ENHANCING MULTIVARIATE TIME SERIES FORECAST- ING WITH MUTUAL INFORMATION-DRIVEN CROSS- VARIABLE AND TEMPORAL MODELING,5.0,1.73,6-6-3
3480,o2IEmeLL9r,Pre-Training Goal-based Models for Sample-Efficient Reinforcement Learning,5.0,1.73,6-3-6
3481,bHOcs4PBgR,"Flatter, Faster: Scaling Momentum for Optimal Speedup of SGD",5.0,1.73,6-3-6
3482,Pmrc0nEvxf,MemStranding: Adversarial attacks on temporal graph neural networks,5.0,1.73,3-6-6
3483,OqlmgmS4Wr,AgentTuning: Enabling Generalized Agent Abilities for LLMs,5.0,1.73,6-6-3
3484,5LhYYajlqV,In-Context Unlearning: Language Models as Few Shot Unlearners,5.0,1.73,6-3-6
3485,OHll7EfuSi,Weight-Based Performance Estimation for Diverse Domains,5.0,1.73,6-3-6
3486,lWXedJyLuL,A Unified Causal View of Instruction Tuning,5.0,1.73,6-3-6
3487,CJnyR3M6Oh,Sparse hyperbolic representation learning,5.0,1.73,3-6-6
3488,7avlrpzWqo,Flag Aggregator: Scalable Distributed Training under Failures and Augmented Losses using Convex Optimization,5.0,1.73,6-6-3
3489,v8jdwkUNXb,Consistency Models as a Rich and Efficient Policy Class for Reinforcement Learning,5.0,1.73,6-6-3
3490,O1lR4vSw5x,RECURSIVE NEURAL ORDINARY DIFFERENTIAL EQUATIONS FOR PARTIALLY OBSERVED SYSTEM,5.0,1.73,6-6-3
3491,cDInj7WMQm,UGC: UNIVERSAL GRAPH COARSENING,5.0,1.73,6-3-6
3492,GkJiNn2QDF,FeatUp: A Model-Agnostic Framework for Features at Any Resolution,5.0,1.73,6-6-3
3493,mHXCByvrLd,Rethinking Optimal Transport in Offline Reinforcement Learning,5.0,1.73,6-3-6
3494,VNyIVrKrqv,Constrained Reinforcement Learning as Wasserstein Variational Inference: Formal Methods for Interpretability,5.0,1.73,6-6-3
3495,wj7nvRqdp8,DragDiffusion: Harnessing Diffusion Models for Interactive Point-based Image Editing,5.0,1.73,3-6-6
3496,c0MyyXyGfn,Prioritized Soft Q-Decomposition for Lexicographic Reinforcement Learning,5.0,1.73,6-3-6
3497,yisfNWUEsD,SCALE: Synergized Collaboration of Asymmetric Language Translation Engines,5.0,1.73,6-6-3
3498,RmQAKu1wCe,Temporal Flexibility in Spiking Neural Networks: A Novel Training Method for Enhanced Generalization Across Time Steps,5.0,1.73,6-6-3
3499,fVxIEHGnVT,An interpretable error correction method for enhancing code-to-code translation,5.0,1.73,6-6-3
3500,kkpVgxHQ1S,Latent Diffusion Counterfactual Explanations,5.0,1.73,3-6-6
3501,IxpTsFS7mh,VQ-TR: Vector Quantized Attention for Time Series Forecasting,5.0,1.73,6-3-6
3502,IrdbUQ1zTw,Reinforcement Learning-based Layer-wise Aggregation for Personalized Federated Learning,5.0,1.73,6-3-6
3503,WA2mZrDTAH,ZegOT: Zero-shot Segmentation Through Optimal Transport of Pixels to Text Prompts,5.0,1.73,6-6-3
3504,rsY6J3ZaTF,DistillSpec: Improving Speculative Decoding via Knowledge Distillation,5.0,1.73,6-3-6
3505,vMNpv5OBGb,UniAP: Unifying Inter- and Intra-Layer Automatic Parallelism by Mixed Integer Quadratic Programming,5.0,1.73,3-6-6
3506,bUgni8nH8Z,Neural Characteristic Activation Value Analysis for Improved ReLU Network Feature Learning,5.0,1.73,6-3-6
3507,GACjMj1MS1,Empirical Likelihood for Fair Classification,5.0,1.73,6-6-3
3508,dm8e7gsH0d,Towards Optimal Feature-Shaping Methods for Out-of-Distribution Detection,5.0,1.73,6-3-6
3509,hEl2HpiH3g,FedJETs: Efficient Just-In-Time Personalization with Federated Mixture of Experts,5.0,1.73,6-6-3
3510,ZEZ0CPmoSI,Det-CGD: Compressed Gradient Descent with Matrix Stepsizes for Non-Convex Optimization,5.0,1.73,6-6-3
